4353, 8481
5223, 4759
2446, 4686
3316, 964
537, 889
1407, 7167
8630, 7094
9500, 3372
6721, 9650
7591, 9575
4814, 5853
5684, 5780
2905, 2058
3775, 8336
998, 8261
1868, 4539
9089, 4466
9959, 744
7182, 7022
8052, 6947
5273, 3225
6143, 3152
7013, 9430
4236, 9355
5106, 5633
2327, 1911
3197, 1838
420, 8116
1290, 8041
8511, 4319
9381, 597
6604, 524
7474, 6802
4695, 6727
5565, 3005
2788, 9283
3658, 9210
879, 5488
1749, 5413
8972, 1691
9842, 1618
7063, 7896
7933, 4174
5156, 4099
6026, 377
3247, 304
4117, 6582
1340, 2860
2210, 2785
9431, 9063
301, 8990
7524, 5268
8394, 1546
5615, 1471
6485, 7749
3708, 7676
4578, 3954
1799, 3879
2669, 157
9892, 6435
762, 6362
7983, 2640
8853, 2565
6076, 8843
6946, 5121
4167, 5048
5037, 1326
2260, 1251
3130, 7529
351, 3807
1221, 3734
8444, 12
9314, 9937
6535, 6215
7405, 6142
4628, 2420
5498, 8698
2719, 8623
3589, 4901
812, 4828
1682, 1106
8903, 7384
9773, 7309
6996, 3587
7866, 3514
5087, 9792
5957, 6070
3180, 5995
4050, 2273
1271, 2200
2141, 8478
9364, 8403
234, 4681
7455, 959
8325, 886
5548, 7164
6418, 7089
3639, 3367
4509, 9645
5379, 9572
2602, 5850
3472, 5775
693, 2053
1563, 1980
8786, 8258
9656, 4536
6877, 4461
7747, 739
4970, 666
5840, 6944
3061, 3222
3931, 3147
1154, 9425
2024, 9352
9245, 5630
115, 1908
7338, 1833
8208, 8111
5429, 8038
6299, 4316
3522, 4241
4392, 519
1613, 6797
2483, 6724
9706, 3002
576, 2927
7797, 9205
8667, 5483
5890, 5410
6760, 1688
3981, 1613
4851, 7891
2074, 4169
2944, 4096
165, 374
1035, 299
8258, 6577
9128, 6504
6349, 2782
7219, 9060
4442, 8985
5312, 5263
2533, 5190
3403, 1468
626, 7746
1496, 7671
8717, 3949
9587, 3876
6810, 154
7680, 6432
4901, 6357
5771, 2635
2994, 2562
3864, 8840
1085, 8765
1955, 5043
9178, 1321
48, 1248
7269, 7526
8139, 7451
5362, 3729
6232, 7
3453, 9934
4323, 6212
1546, 6137
2416, 2415
9637, 8693
507, 8620
7730, 4898
8600, 4823
5821, 1101
6691, 1028
3914, 7306
4784, 3584
2005, 3509
2875, 9787
3745, 9714
968, 5992
1838, 2270
9059, 2195
9929, 8473
7152, 8400
8022, 4678
5243, 956
6113, 881
3336, 7159
4206, 7086
1427, 3364
2297, 3289
9520, 9567
390, 5845
7611, 5772
8481, 2050
5704, 1975
6574, 8253
3795, 4531
4665, 4458
1888, 736
2758, 661
9979, 6939
849, 3217
8072, 3144
8942, 9422
6163, 9347
7033, 5625
4256, 5552
5126, 1830
2347, 8108
3217, 8033
440, 4311
1310, 4238
8531, 516
9401, 6794
6624, 6719
7494, 2997
4715, 2924
5585, 9202
2808, 5480
3678, 5405
899, 1683
1769, 1610
8992, 7888
9862, 7813
7083, 4091
7953, 369
5176, 296
6046, 6574
3267, 6499
4137, 2777
1360, 9055
2230, 8982
9451, 5260
321, 5185
7544, 1463
8414, 7741
5635, 7668
6505, 3946
3728, 3871
4598, 149
1819, 76
2689, 6354
9912, 2632
782, 2557
8003, 8835
8873, 8762
6096, 5040
6966, 1318
4187, 1243
5057, 7521
2280, 7448
3150, 3726
371, 4
1241, 9929
2111, 6207
9334, 6134
204, 2412
7425, 2337
8295, 8615
5518, 4893
6388, 4820
3609, 1098
4479, 1023
1702, 7301
2572, 3579
9793, 3506
663, 9784
7886, 9709
8756, 5987
5977, 2265
6847, 2192
4070, 8470
4940, 8395
2161, 4673
3031, 4600
254, 878
1124, 7156
8345, 7081
9215, 3359
6438, 3286
7308, 9564
4529, 5842
5399, 5767
2622, 2045
3492, 1972
713, 8250
1583, 4528
8806, 4453
9676, 731
6897, 658
7767, 6936
4990, 6861
5860, 3139
3081, 9417
3951, 9344
1174, 5622
2044, 5547
9265, 1825
135, 8103
7358, 8030
8228, 4308
5449, 4233
6319, 511
3542, 6789
4412, 6716
1633, 2994
2503, 2919
9726, 9197
596, 9124
7817, 5402
8687, 1680
5910, 1605
6780, 7883
4001, 7810
4871, 4088
2094, 366
2964, 291
185, 6569
1055, 6496
8278, 2774
9148, 9052
6369, 8977
7239, 5255
4462, 5182
5332, 1460
2553, 1385
3423, 7663
646, 3941
1516, 3868
8737, 146
9607, 71
477, 6349
7700, 2627
8570, 2554
5791, 8832
6661, 8757
3884, 5035
4754, 4962
1975, 1240
2845, 7518
68, 7443
938, 3721
8159, 3648
9029, 9926
6252, 6204
7122, 6129
4343, 2407
5213, 2334
2436, 8612
3306, 4890
527, 4815
1397, 1093
8620, 1020
9490, 7298
6711, 7223
7581, 3501
4804, 9779
5674, 9706
2895, 5984
3765, 5909
988, 2187
1858, 8465
9079, 8392
9949, 4670
7172, 4595
8042, 873
5263, 7151
6133, 7078
3356, 3356
4226, 3281
1447, 9559
2317, 9486
9540, 5764
410, 2042
7631, 1967
8501, 8245
5724, 8172
6594, 4450
3815, 728
4685, 653
1908, 6931
2778, 6858
9999, 3136
869, 9414
8092, 9339
8962, 5617
6183, 5544
7053, 1822
4276, 1747
5146, 8025
2367, 4303
3237, 4230
460, 508
1330, 433
8551, 6711
9421, 2989
6644, 2916
7514, 9194
4735, 9119
5605, 5397
2828, 1675
3698, 1602
919, 7880
1789, 7805
9012, 4083
9882, 4010
7103, 288
7973, 6566
8843, 6491
6066, 2769
6936, 2696
4157, 8974
5027, 5252
2250, 5177
3120, 1455
341, 1382
1211, 7660
8434, 3938
9304, 3863
6525, 141
7395, 68
4618, 6346
5488, 6271
2709, 2549
3579, 8827
802, 8754
1672, 5032
8893, 4957
9763, 1235
6986, 7513
7856, 7440
5077, 3718
5947, 3643
3170, 9921
4040, 6199
1261, 6126
2131, 2404
9354, 2329
224, 8607
7445, 8534
8315, 4812
5538, 1090
6408, 1015
3629, 7293
4499, 7220
1722, 3498
2592, 9776
9813, 9701
683, 5979
7906, 5906
8776, 2184
5997, 8462
6867, 8387
4090, 4665
4960, 4592
2181, 870
3051, 795
274, 7073
1144, 3351
8365, 3278
9235, 9556
6458, 9481
7328, 5759
4549, 2037
5419, 1964
2642, 8242
3512, 8167
733, 4445
1603, 723
8826, 650
9696, 6928
6917, 6853
7787, 3131
5010, 3058
5880, 9336
3101, 5614
3971, 5539
1194, 1817
2064, 1744
9285, 8022
155, 4300
7378, 4225
8248, 503
5469, 430
6339, 6708
7209, 2986
4432, 2911
5302, 9189
2523, 9116
3393, 5394
616, 5319
1486, 1597
8707, 7875
9577, 7802
6800, 4080
7670, 4005
4891, 283
5761, 6561
2984, 6488
3854, 2766
1075, 2691
